brand,vehiclemodel,manufacturingyear,type,rating,color,duty,fuel,cylindercount,type_of_gear,capacity,turbo,odometer,airbags,price
kia,cerato,2015.0,sedan,3.0,jet black,623.0,diesel,4.0,auto,0,no,40523.0,4.0,16151.0
toyota,prius,2009.0,hatchback,2.0,charcoal,2369.0,hybrid,14.0,auto,1.5,no,187000.0,6.0,12231.0
ssangyong,rexton,2013.0,jeep,2.0,other,640.0,diesel,4.0,auto,2,no,126116.0,4.0,36808.0
chevrolet,cruze lt,2018.0,sedan,2.0,other,781.0,gas,4.0,auto,1.4,yes,33548.0,8.0,16151.0
toyota,camry.,2008.0,sedan,0.0,charcoal,777.0,gas,4.0,auto,2.5,no,74000.0,12.0,24462.0
mercedes-benz,e 320.,1998.0,sedan,2.0,jet black,2065.0,gas,6.0,auto,0,no,290000.0,10.0,8154.0
toyota,prius.,2007.0,sedan,0.0,charcoal,988.0,gas,4.0,auto,1.5,no,214400.0,8.0,14740.0
other,a5,2013.0,coupe,2.0,jet black,1632.0,gas,4.0,auto,0,no,78400.0,8.0,31047.0
ssangyong,actyon,2016.0,jeep,3.0,other,730.0,diesel,4.0,auto,1.6,no,94300.0,4.0,32973.0
ford,transit,2006.0,goods wagon,1.0,other,3175.0,diesel,4.0,manual,0,no,197500.0,0.0,30577.0
hyundai,tucson,2010.0,jeep,6.0,charcoal,1530.0,diesel,4.0,auto,2,no,97137.0,4.0,25004.0
toyota,camry,2015.0,sedan,1.0,metallic,934.0,gas,4.0,auto,2.5,no,173101.0,12.0,1568.0
hyundai,sonata,2010.0,sedan,1.0,jet black,891.0,gas,4.0,auto,0,no,78196.0,4.0,43545.0
ford,fusion.,2016.0,sedan,2.0,ruby red,690.0,gas,4.0,auto,1.5,yes,91200.0,8.0,21953.0
mercedes-benz,gl 450,2011.0,jeep,0.0,jet black,1514.0,gas,8.0,auto,0,no,88000.0,10.0,37633.0
audi,a3 premium,2015.0,sedan,1.0,other,2813.0,gas,4.0,auto,1.8,yes,38000.0,10.0,33243.0
honda,insight,2010.0,hatchback,3.0,pearl white,1396.0,hybrid,4.0,auto,1.3,no,320000.0,4.0,14740.0
nissan,serena,2002.0,minivan,2.0,other,1662.0,gas,4.0,auto,2.5,no,170000.0,6.0,7683.0
mercedes-benz,c 36 amg,1995.0,sedan,1.0,metallic,2971.0,gas,6.0,auto,3.6,no,150000.0,12.0,17249.0
hyundai,santa fe,2014.0,jeep,2.0,other,749.0,gas,4.0,auto,2.4,no,87000.0,4.0,49858.0
jaguar,f-type,2015.0,cabriolet,1.0,jet black,1781.0,gas,8.0,auto,5,no,57381.0,12.0,5959.0
hyundai,tucson,2016.0,jeep,6.0,other,891.0,diesel,4.0,auto,0,no,27243.0,4.0,29633.0
nissan,x-trail,1998.0,universal,6.0,gold,1787.0,gas,3.0,auto,2,no,170000.0,4.0,12231.0
ford,c-max,2012.0,hatchback,0.0,charcoal,9358.0,hybrid,4.0,auto,2,no,208000.0,8.0,13000.0
lexus,gx 470,2013.0,jeep,4.0,other,1360.0,gas,8.0,auto,4.6,no,154115.0,0.0,1490.0
hyundai,elantra.,2011.0,sedan,2.0,other,595.0,gas,4.0,auto,1.8,no,121600.0,4.0,18189.0
mazda,mazda 6,2013.0,sedan,2.0,metallic,779.0,gas,4.0,auto,2.5,no,92800.0,12.0,14426.0
toyota,prius,2010.0,hatchback,1.0,jet black,353.0,hybrid,4.0,auto,1.8,no,123498.0,12.0,3058.0
volkswagen,golf 4,2000.0,hatchback,0.0,metallic,1547.0,gas,14.0,manual,2,no,250000.0,8.0,6272.0
toyota,prius,2014.0,hatchback,0.0,charcoal,271.0,hybrid,4.0,auto,1.5,no,89986.0,12.0,18817.0
mercedes-benz,ml 500,2004.0,jeep,6.0,other,2065.0,gas,8.0,auto,0,no,236000.0,12.0,22894.0
hyundai,santa fe.,2016.0,jeep,1.0,metallic,891.0,diesel,4.0,auto,2,no,121639.0,4.0,48575.0
hyundai,santa fe,2011.0,jeep,0.0,metallic,707.0,diesel,4.0,auto,2,no,129129.0,4.0,28780.0
hyundai,elantra,2011.0,sedan,6.0,charcoal,583.0,gas,14.0,auto,1.6,no,127983.0,4.0,19384.0
hyundai,sonata.,2011.0,sedan,4.0,other,707.0,gas,4.0,auto,2,no,204632.0,12.0,15257.0
toyota,camry,2014.0,sedan,3.0,jet black,2048.0,hybrid,4.0,auto,0,no,134700.0,12.0,25089.0
honda,fit,2014.0,sedan,3.0,other,1266.0,gas,4.0,auto,1.3,no,98000.0,4.0,6899.0
bmw,m5,2008.0,sedan,2.0,pearl white,2606.0,gas,10.0,auto,5,no,113473.0,10.0,45000.0
hyundai,elantra,2010.0,sedan,2.0,metallic,687.0,gas,4.0,auto,1.6,no,103149.0,4.0,15132.0
mazda,mazda 3,2008.0,hatchback,4.0,sapphire blue,893.0,diesel,4.0,auto,1.6,yes,185000.0,6.0,8467.0
bmw,328,2005.0,sedan,1.0,jet black,1890.0,gas,6.0,auto,0,no,0.0,10.0,15681.0
volkswagen,jetta,2014.0,sedan,1.0,pearl white,639.0,gas,4.0,auto,2,no,119926.0,12.0,1568.0
hyundai,sonata,2015.0,sedan,4.0,jet black,765.0,gas,14.0,auto,2,no,34569.0,4.0,14906.0
hyundai,tucson,2016.0,jeep,2.0,metallic,707.0,diesel,4.0,auto,2,no,151186.0,4.0,26475.0
mazda,demio,2002.0,hatchback,2.0,metallic,2958.0,gas,4.0,auto,1.3,no,230000.0,2.0,6586.0
nissan,terrano,1998.0,jeep,5.0,other,1787.0,diesel,4.0,auto,0,no,165000.0,1.0,8624.0
hyundai,sonata,2016.0,sedan,3.0,other,431.0,hybrid,4.0,auto,2,no,71218.0,0.0,5018.0
chevrolet,captiva,2011.0,jeep,5.0,metallic,1735.0,diesel,4.0,auto,2.2,no,255456.0,4.0,15800.0
chevrolet,volt,2014.0,hatchback,3.0,other,521.0,hybrid,4.0,auto,1.4,no,288778.0,0.0,2666.0
toyota,prius,2010.0,sedan,6.0,other,684.0,hybrid,4.0,auto,1.8,no,140000.0,0.0,17249.0
nissan,note,2013.0,hatchback,0.0,metallic,419.0,gas,3.0,auto,1.2,no,90000.0,2.0,10000.0
hyundai,sonata,2016.0,sedan,2.0,metallic,10891.0,gas,4.0,auto,2,no,219432.0,4.0,15681.0
hyundai,elantra,2016.0,sedan,8.0,other,810.0,gas,14.0,auto,1.8,no,121840.0,12.0,7683.0
toyota,prius,2004.0,hatchback,3.0,metallic,761.0,hybrid,0.0,auto,1.8,no,512.0,12.0,18189.0
suzuki,grand vitara,2002.0,jeep,1.0,jet black,966.0,gas,14.0,auto,2,no,336000.0,4.0,7213.0
ford,fusion,2015.0,sedan,1.0,other,934.0,gas,4.0,auto,2.5,no,96000.0,10.0,11447.0
mitsubishi,pajero,1995.0,jeep,3.0,pearl white,862.0,gas,14.0,auto,2.8,yes,151000.0,2.0,11290.0
hyundai,santa fe,2013.0,jeep,1.0,jet black,640.0,diesel,4.0,auto,0,no,90220.0,4.0,46490.0
toyota,rav 4,2015.0,hatchback,3.0,other,1786.0,gas,4.0,auto,0,no,273094.0,12.0,16621.0
toyota,aqua,2015.0,hatchback,2.0,other,308.0,gas,0.0,auto,0,no,138.0,4.0,8467.0
lexus,gx 470,2010.0,jeep,1.0,charcoal,1811.0,gas,0.0,auto,0,no,357.0,0.0,40142.0
nissan,juke,2013.0,jeep,2.0,charcoal,583.0,gas,4.0,auto,1.6,yes,55000.0,8.0,19757.0
hyundai,elantra,2016.0,sedan,3.0,metallic,730.0,gas,4.0,auto,1.6,no,95184.0,4.0,26770.0
mercedes-benz,e 350,2013.0,sedan,2.0,other,1055.0,diesel,6.0,auto,3.5,no,107800.0,12.0,5802.0
hyundai,sonata hybrid,2012.0,sedan,2.0,other,753.0,hybrid,4.0,auto,2.4,no,157000.0,10.0,14113.0
ford,focus,2015.0,sedan,2.0,jet black,1079.0,gas,4.0,auto,2,no,107664.0,12.0,1333.0
hyundai,h1,2011.0,minivan,3.0,metallic,862.0,diesel,4.0,auto,2.5,no,65564.0,4.0,18669.0
other,rx 400 hybrid,2008.0,other,3.0,charcoal,1632.0,hybrid,6.0,auto,0,no,270432.0,8.0,25402.0
chevrolet,spark.,2012.0,hatchback,2.0,sapphire blue,364.0,gas,4.0,auto,1,no,199185.0,4.0,8386.0
chevrolet,captiva,2007.0,jeep,3.0,other,961.0,diesel,4.0,auto,2,no,72538.0,4.0,7850.0
hyundai,elantra,2012.0,sedan,2.0,other,531.0,gas,4.0,auto,1.6,no,88288.0,4.0,20266.0
opel,vectra,1996.0,sedan,0.0,other,1596.0,gas,4.0,manual,2,no,1111111.0,2.0,3800.0
mercedes-benz,e 350,2010.0,sedan,0.0,jet black,1399.0,diesel,6.0,auto,3.5,no,189530.0,12.0,12388.0
hyundai,elantra.,2015.0,sedan,5.0,metallic,697.0,gas,4.0,auto,1.8,no,96000.0,4.0,17405.0
volkswagen,golf,1996.0,hatchback,7.0,jet black,685.0,gas,0.0,manual,1.6,no,220.0,2.0,3763.0
toyota,tacoma,2013.0,sedan,4.0,metallic,1194.0,gas,6.0,auto,4,no,57554.0,12.0,19130.0
mercedes-benz,g 550,2016.0,jeep,4.0,other,1694.0,gas,8.0,auto,0,no,74990.0,12.0,1882.0
volkswagen,passat,2014.0,sedan,6.0,other,611.0,gas,4.0,auto,1.8,yes,64000.0,0.0,15681.0
toyota,highlander,2008.0,jeep,4.0,other,1558.0,hybrid,6.0,auto,3.3,no,249600.0,12.0,28852.0
toyota,prius,2013.0,hatchback,3.0,charcoal,585.0,hybrid,4.0,auto,1.8,no,90000.0,12.0,12541.0
toyota,prius,2006.0,sedan,0.0,other,586.0,hybrid,6.0,auto,1.8,no,189000.0,6.0,18817.0
bmw,525,2004.0,sedan,3.0,metallic,1822.0,diesel,6.0,auto,2.5,no,174000.0,12.0,14113.0
chevrolet,cruze.,2018.0,hatchback,4.0,other,608.0,gas,4.0,auto,1.4,no,21000.0,10.0,28100.0
chevrolet,impala,2016.0,sedan,5.0,other,1091.0,gas,14.0,auto,2.5,no,161350.0,4.0,34387.0
opel,astra,1998.0,goods wagon,3.0,pearl white,1154.0,gas,0.0,manual,0,no,0.0,4.0,5331.0
fiat,500,2012.0,sedan,5.0,crimson,475.0,gas,4.0,auto,1.4,no,157317.0,6.0,3293.0
hyundai,elantra,2011.0,sedan,0.0,metallic,9417.0,gas,14.0,auto,1.6,no,132749.0,4.0,19416.0
toyota,camry.,2017.0,sedan,6.0,pearl white,1249.0,gas,14.0,auto,2.5,no,89064.0,12.0,6115.0
ford,fusion titanium,2013.0,sedan,0.0,other,640.0,gas,4.0,auto,2.0,yes,135000.0,0.0,20665.0
bmw,328.,2008.0,coupe,3.0,pearl white,640.0,gas,6.0,auto,3,no,150000.0,6.0,13485.0
hyundai,elantra,2010.0,sedan,3.0,other,687.0,gas,4.0,auto,1.6,no,52418.0,4.0,18240.0
toyota,prius c,2012.0,hatchback,1.0,jet black,1374.0,gas,14.0,auto,1.5,no,145600.0,6.0,16308.0
hyundai,sonata,2010.0,sedan,0.0,other,3010.0,gas,14.0,auto,2,no,205972.0,4.0,15257.0
nissan,presage,2004.0,minivan,1.0,sand,1787.0,gas,0.0,auto,2.5,no,0.0,0.0,10000.0
toyota,prius c,2012.0,hatchback,3.0,pearl white,503.0,hybrid,14.0,auto,1.5,no,99922.0,12.0,18503.0
hyundai,elantra,2018.0,sedan,5.0,other,880.0,gas,4.0,auto,1.6,no,65734.0,4.0,33575.0
volkswagen,jetta.,2012.0,sedan,3.0,jet black,781.0,gas,15.0,auto,2.5,no,106000.0,6.0,13485.0
bmw,535,2010.0,sedan,0.0,charcoal,952.0,gas,6.0,auto,3.0,yes,179554.0,6.0,29793.0
mercedes-benz,e 350 4 matic amg packag.,2008.0,sedan,3.0,other,2065.0,gas,6.0,auto,3.5,no,210000.0,8.0,24462.0
honda,fit,2018.0,hatchback,2.0,other,732.0,gas,4.0,auto,1.3,no,5987.0,4.0,10052.0
toyota,camry,2014.0,sedan,0.0,pearl white,609.0,hybrid,4.0,auto,2.5,no,35058.0,12.0,18817.0
hyundai,sonata,2015.0,sedan,2.0,crimson,765.0,gas,4.0,auto,2,no,145744.0,4.0,15060.0
toyota,camry,2012.0,sedan,4.0,other,609.0,hybrid,4.0,auto,2.5,no,35058.0,12.0,18817.0
kia,optima,2015.0,sedan,4.0,pearl white,441.0,hybrid,4.0,auto,2.4,no,0.0,0.0,17249.0
toyota,camry.,2015.0,sedan,1.0,other,934.0,gas,4.0,auto,2.5,no,111936.0,8.0,2509.0
hyundai,sonata,2013.0,sedan,0.0,other,2142.0,gas,4.0,auto,0,no,92479.0,10.0,18817.0
daewoo,lacetti,2009.0,sedan,2.0,jet black,790.0,gas,4.0,auto,1.6,no,107125.0,4.0,5802.0
audi,a6,1998.0,sedan,2.0,metallic,4489.0,gas,4.0,auto,0,no,150000.0,6.0,3500.0
other,elantra gt,2014.0,hatchback,0.0,crimson,639.0,gas,4.0,auto,2,no,104000.0,8.0,16268.0
hyundai,i30,2008.0,sedan,1.0,metallic,893.0,gas,4.0,auto,1.6,no,136935.0,4.0,10976.0
ford,escape,2014.0,jeep,2.0,pearl white,528.0,gas,4.0,auto,1.6,no,0.0,0.0,15524.0
nissan,march,2004.0,hatchback,0.0,tangerine,773.0,gas,14.0,auto,1.3,no,127000.0,4.0,6132.0
chevrolet,cruze,2015.0,sedan,0.0,other,562.0,gas,4.0,auto,1.4,no,167317.0,12.0,1490.0
nissan,x-trail,2002.0,jeep,6.0,gold,1787.0,gas,0.0,auto,2,no,158.0,6.0,12544.0
opel,astra,1998.0,hatchback,6.0,emerald green,1154.0,gas,4.0,manual,1.6,no,271050.0,4.0,7000.0
hyundai,tucson.,2018.0,jeep,1.0,metallic,3398.0,diesel,0.0,auto,1.7,no,38.0,4.0,43714.0
honda,fit,2003.0,hatchback,3.0,sapphire blue,2447.0,gas,4.0,auto,1.3,no,180000.0,4.0,7683.0
opel,astra,1998.0,goods wagon,3.0,emerald green,1154.0,gas,14.0,manual,1.6,no,150000.0,4.0,6899.0
ssangyong,actyon,2017.0,jeep,0.0,other,2831.0,gas,14.0,auto,1.6,no,71402.0,4.0,35610.0
lexus,gx 470,2010.0,jeep,3.0,charcoal,1811.0,gas,8.0,auto,0,no,357246.0,0.0,13810.0
nissan,juke,2013.0,jeep,2.0,other,530.0,gas,0.0,auto,1.6,no,166.0,0.0,2901.0
honda,fit,2010.0,sedan,4.0,charcoal,761.0,hybrid,14.0,auto,1.8,no,368000.0,12.0,13172.0
ssangyong,korando,2011.0,jeep,2.0,metallic,3207.0,diesel,4.0,auto,2,no,190538.0,4.0,15850.0
hyundai,sonata,2015.0,sedan,1.0,other,765.0,gas,4.0,auto,2,no,283895.0,4.0,15367.0
toyota,highlander,2010.0,sedan,2.0,metallic,1324.0,hybrid,6.0,auto,3.3,no,345405.0,12.0,5645.0
lexus,rx 450,2004.0,jeep,5.0,other,1399.0,hybrid,16.0,auto,3.5,no,167222.0,12.0,5018.0
hyundai,tucson,2010.0,jeep,2.0,metallic,836.0,diesel,14.0,auto,2,no,111200.0,4.0,25299.0
volkswagen,jetta,2013.0,sedan,5.0,charcoal,585.0,gas,4.0,auto,1.8,yes,134400.0,10.0,11917.0
toyota,aqua,2012.0,hatchback,1.0,other,1371.0,hybrid,4.0,auto,1.5,no,139000.0,4.0,12858.0
mercedes-benz,sprinter 311,2009.0,other,4.0,other,1054.0,diesel,4.0,manual,2.2,yes,350000.0,2.0,31361.0
jeep,compass,2015.0,jeep,3.0,pearl white,900.0,gas,14.0,auto,2.4,no,72000.0,6.0,14113.0
hyundai,santa fe,2011.0,jeep,3.0,pearl white,769.0,diesel,0.0,auto,2.2,no,188.0,4.0,26861.0
hyundai,sonata,2016.0,sedan,8.0,sapphire blue,1051.0,gas,14.0,auto,2.4,no,58000.0,4.0,19444.0
toyota,prius,2007.0,hatchback,3.0,sky blue,930.0,hybrid,4.0,auto,1.5,no,297600.0,6.0,11290.0
hyundai,sonata,2013.0,sedan,3.0,metallic,751.0,gas,4.0,auto,2.4,no,104046.0,12.0,2117.0
renault,laguna.,2003.0,other,4.0,metallic,2668.0,diesel,0.0,manual,1.9,yes,70.0,4.0,7213.0
hyundai,tucson,2016.0,jeep,1.0,other,751.0,gas,4.0,auto,2.4,no,53717.0,0.0,3763.0
toyota,camry,2012.0,sedan,2.0,pearl white,1512.0,hybrid,4.0,auto,2.5,no,98000.0,8.0,22800.0
hyundai,sonata,2010.0,sedan,5.0,tangerine,10891.0,gas,0.0,auto,2,no,423.0,4.0,7809.0
chevrolet,camaro rs,2010.0,coupe,3.0,jet black,1391.0,gas,6.0,manual,0,no,100000.0,6.0,35438.0
toyota,prius,2008.0,hatchback,3.0,emerald green,1444.0,hybrid,4.0,auto,1.5,no,244800.0,6.0,12231.0
chevrolet,captiva,2015.0,jeep,5.0,metallic,833.0,diesel,14.0,auto,2.2,no,78541.0,4.0,21109.0
subaru,forester.,2014.0,jeep,2.0,metallic,743.0,gas,4.0,auto,2,no,120000.0,12.0,7840.0
toyota,prius,2010.0,hatchback,1.0,charcoal,586.0,hybrid,4.0,auto,1.8,no,101000.0,12.0,19757.0
mercedes-benz,ml 320,2000.0,jeep,1.0,other,2065.0,diesel,8.0,auto,3.0,yes,172483.0,0.0,32929.0
hyundai,elantra,2011.0,sedan,4.0,other,1460.0,gas,4.0,auto,1.6,no,223849.0,4.0,15464.0
subaru,legacy,2005.0,sedan,1.0,jet black,2799.0,gas,6.0,auto,3,no,138000.0,8.0,15000.0
mercedes-benz,c 250,2014.0,sedan,2.0,other,9416.0,gas,4.0,auto,1.8,no,64270.0,0.0,23521.0
bmw,323,2003.0,universal,2.0,other,1822.0,gas,14.0,auto,2.3,no,200000.0,6.0,6968.0
toyota,prius.,2010.0,hatchback,0.0,other,746.0,hybrid,4.0,auto,1.5,no,99000.0,8.0,11290.0
mini,countryman.,2011.0,sedan,8.0,other,530.0,gas,14.0,auto,1.6,no,218000.0,6.0,19444.0
opel,astra,2007.0,hatchback,6.0,jet black,928.0,gas,4.0,manual,1.4,no,200000.0,6.0,7840.0
toyota,highlander,2012.0,jeep,2.0,metallic,1058.0,hybrid,6.0,auto,3.5,no,205250.0,12.0,29479.0
lexus,ls 460.,2004.0,sedan,0.0,other,1811.0,gas,18.0,auto,4.6,no,175363.0,12.0,8154.0
hyundai,santa fe,2008.0,jeep,4.0,other,9361.0,diesel,4.0,auto,0,no,120871.0,4.0,40983.0
ford,fusion,2013.0,sedan,4.0,other,640.0,hybrid,4.0,auto,2,no,320554.0,0.0,3763.0
mercedes-benz,e 350,2010.0,sedan,1.0,other,1055.0,diesel,6.0,auto,3.5,no,107800.0,12.0,5802.0
lexus,gx 460,2010.0,jeep,2.0,metallic,8189.0,gas,0.0,auto,4.6,no,275.0,0.0,15681.0
honda,fit,2012.0,hatchback,2.0,jet black,960.0,gas,4.0,auto,1.5,no,125000.0,4.0,17249.0
hyundai,elantra.,2010.0,sedan,3.0,other,9313.0,gas,4.0,auto,1.6,no,123594.0,4.0,18240.0
toyota,prius,2013.0,hatchback,2.0,pearl white,1907.0,hybrid,4.0,auto,1.8,no,102400.0,8.0,20071.0
bmw,320,2018.0,sedan,3.0,other,8921.0,gas,4.0,auto,2,no,25323.0,12.0,2666.0
hyundai,santa fe.,2012.0,jeep,3.0,other,10642.0,diesel,4.0,auto,2,no,179421.0,4.0,25810.0
mercedes-benz,e 350,2014.0,sedan,1.0,charcoal,1053.0,diesel,6.0,auto,3.5,no,146395.0,12.0,1882.0
volkswagen,jetta,2012.0,sedan,4.0,jet black,781.0,gas,4.0,auto,2.5,no,78000.0,8.0,12231.0
honda,fit,2005.0,hatchback,3.0,sand,2447.0,gas,14.0,auto,1.5,no,170000.0,6.0,8781.0
toyota,corolla,2014.0,sedan,2.0,metallic,584.0,gas,4.0,auto,1.8,no,169141.0,12.0,4391.0
hyundai,elantra,2013.0,sedan,2.0,pearl white,585.0,gas,4.0,auto,1.8,no,115000.0,12.0,18817.0
ford,c-max sel,2013.0,hatchback,2.0,pearl white,640.0,hybrid,4.0,auto,2,no,96289.0,0.0,16151.0
chevrolet,volt,2014.0,sedan,5.0,pearl white,259.0,hybrid,4.0,auto,1.4,no,121000.0,10.0,27284.0
chevrolet,lacetti,2010.0,sedan,2.0,other,687.0,gas,4.0,auto,0,no,122590.0,4.0,10381.0
ssangyong,korando.,2014.0,jeep,3.0,jet black,639.0,diesel,4.0,auto,2,no,75661.0,4.0,25591.0
chevrolet,spark,2012.0,hatchback,3.0,sapphire blue,10419.0,gas,4.0,auto,1.2,no,149896.0,12.0,3293.0
nissan,murano.,2017.0,sedan,6.0,sapphire blue,1714.0,gas,6.0,auto,3.5,no,39704.0,12.0,8154.0
ssangyong,rexton,2013.0,jeep,3.0,metallic,10640.0,diesel,4.0,auto,2,no,169027.0,4.0,29075.0
hyundai,elantra,2011.0,sedan,3.0,pearl white,1460.0,diesel,14.0,auto,1.6,no,33017.0,4.0,23207.0
bmw,x1 4x4,2012.0,jeep,2.0,sapphire blue,642.0,gas,4.0,auto,2.0,yes,102400.0,12.0,29479.0
toyota,highlander,2012.0,jeep,6.0,charcoal,1058.0,gas,6.0,auto,3.5,no,285186.0,12.0,9565.0
volkswagen,jetta,2013.0,sedan,4.0,charcoal,810.0,gas,4.0,auto,1.8,yes,50000.0,16.0,20385.0
honda,insight ex,2011.0,other,7.0,charcoal,490.0,hybrid,4.0,auto,1.3,no,150000.0,8.0,11604.0
other,grand vitara.,2000.0,other,3.0,jet black,1632.0,gas,6.0,auto,2.5,no,182000.0,2.0,10349.0
lexus,es 300,2013.0,sedan,0.0,jet black,917.0,hybrid,10.0,auto,3,no,100000.0,12.0,49864.0
toyota,camry,2012.0,sedan,3.0,jet black,1512.0,gas,4.0,auto,2.5,no,12300.0,12.0,21326.0
hyundai,elantra,2016.0,sedan,4.0,pearl white,1507.0,gas,4.0,auto,1.8,no,77600.0,12.0,21953.0
hyundai,elantra,2014.0,sedan,1.0,charcoal,10528.0,gas,0.0,auto,0,no,164.0,4.0,15624.0
ford,fusion,2014.0,sedan,0.0,pearl white,333.0,hybrid,4.0,auto,2,no,124493.0,0.0,4861.0
hyundai,h1,2016.0,universal,2.0,metallic,1091.0,diesel,4.0,auto,2.5,no,90000.0,4.0,37000.0
hyundai,sonata sport.,2016.0,sedan,2.0,jet black,1700.0,gas,0.0,auto,2.4,no,25.0,8.0,24462.0
hyundai,santa fe,2014.0,jeep,4.0,charcoal,639.0,diesel,4.0,auto,2,no,152914.0,4.0,38809.0
chevrolet,cruze.,2011.0,sedan,4.0,pearl white,738.0,gas,4.0,auto,1.4,yes,8960.0,10.0,15053.0
hyundai,genesis,2011.0,coupe,2.0,other,707.0,gas,14.0,auto,2,no,112387.0,4.0,15991.0
bmw,320,2003.0,sedan,5.0,metallic,2555.0,gas,6.0,auto,2.2,no,110000.0,2.0,11604.0
hyundai,h1,2016.0,universal,6.0,metallic,1091.0,diesel,0.0,auto,0,no,111.0,4.0,37984.0
ford,mustang.,2010.0,coupe,5.0,jet black,8844.0,gas,6.0,auto,3.7,no,160000.0,12.0,26657.0
honda,cr-v,2002.0,jeep,6.0,metallic,790.0,gas,4.0,auto,2.4,no,260000.0,6.0,13172.0
hyundai,grandeur,2012.0,sedan,3.0,metallic,919.0,gas,4.0,auto,3,no,226843.0,4.0,18500.0
lexus,ls 460.,2011.0,sedan,1.0,other,1514.0,gas,4.0,auto,4.6,no,188121.0,4.0,41340.0
toyota,aqua,2013.0,hatchback,4.0,other,1267.0,hybrid,4.0,auto,1.5,no,111000.0,8.0,9252.0
hyundai,h1,2014.0,minivan,0.0,other,777.0,diesel,4.0,auto,2.5,no,174485.0,4.0,27924.0
hyundai,h1,2014.0,minivan,4.0,other,1125.0,diesel,0.0,auto,2.5,no,120.0,4.0,37000.0
honda,insight,2011.0,hatchback,5.0,charcoal,490.0,hybrid,4.0,auto,1.3,no,195703.0,6.0,5018.0
mazda,1000,2009.0,sedan,4.0,other,9066.0,gas,4.0,auto,2.5,no,142800.0,12.0,1176.0
chevrolet,captiva,2007.0,jeep,3.0,other,751.0,gas,4.0,auto,2.4,no,132429.0,12.0,1960.0
bmw,x5,2000.0,jeep,3.0,other,1770.0,gas,8.0,auto,4.4,no,1000.0,12.0,8781.0
volkswagen,passat,2007.0,sedan,0.0,other,1615.0,gas,0.0,auto,2.0,yes,290.0,6.0,10036.0
lexus,ct 200h,2012.0,hatchback,7.0,ruby red,586.0,hybrid,4.0,auto,1.8,no,98000.0,10.0,21326.0
chevrolet,cruze.,2010.0,sedan,5.0,sapphire blue,650.0,gas,4.0,auto,0,no,143000.0,12.0,13172.0
hyundai,h1,2005.0,minivan,3.0,lemon yellow,862.0,diesel,0.0,auto,0,no,124.0,4.0,22894.0
honda,fit,2015.0,hatchback,0.0,jet black,10595.0,gas,4.0,auto,1.5,no,111649.0,4.0,24512.0
ssangyong,actyon,2011.0,jeep,1.0,sapphire blue,879.0,diesel,4.0,auto,1.6,no,57874.0,4.0,43868.0
honda,fit,2017.0,universal,2.0,sapphire blue,382.0,hybrid,4.0,auto,1.5,no,22099.0,4.0,41259.0
hyundai,sonata,2012.0,sedan,6.0,other,9247.0,gas,4.0,auto,2.4,no,100000.0,0.0,15681.0
toyota,highlander,2010.0,jeep,1.0,sapphire blue,11324.0,hybrid,6.0,auto,3.3,no,300366.0,12.0,14269.0
bmw,x5,2012.0,jeep,2.0,jet black,919.0,diesel,16.0,auto,3,no,229966.0,0.0,14583.0
ssangyong,actyon,2018.0,jeep,5.0,sapphire blue,880.0,gas,0.0,auto,0,no,24.0,4.0,44003.0
lexus,gx 460,2010.0,jeep,7.0,jet black,1811.0,gas,18.0,auto,0,no,155821.0,0.0,39829.0
lexus,gx 460,2010.0,jeep,3.0,jet black,8354.0,gas,8.0,auto,4.6,no,188078.0,0.0,5018.0
bmw,x1,2015.0,jeep,3.0,jet black,765.0,gas,4.0,manual,2,no,98162.0,12.0,22894.0
chevrolet,captiva,2014.0,jeep,1.0,other,10639.0,diesel,4.0,auto,2,no,53528.0,4.0,37611.0
nissan,x-terra,1999.0,jeep,4.0,jet black,1787.0,gas,6.0,auto,0,no,196000.0,6.0,15367.0
honda,fit,2014.0,hatchback,2.0,other,271.0,hybrid,4.0,auto,0,no,97512.0,4.0,10569.0
toyota,aqua,2007.0,hatchback,3.0,sapphire blue,502.0,gas,4.0,auto,1.5,no,165900.0,4.0,10964.0
nissan,altima,2014.0,sedan,2.0,jet black,3092.0,gas,4.0,auto,2.5,no,106442.0,12.0,1411.0
hyundai,tucson.,2017.0,jeep,1.0,pearl white,11017.0,diesel,4.0,auto,1.7,no,81070.0,4.0,42551.0
hyundai,elantra,2010.0,sedan,4.0,metallic,687.0,gas,4.0,auto,1.6,no,118698.0,4.0,11864.0
hyundai,tucson,2008.0,jeep,0.0,jet black,639.0,diesel,4.0,auto,2,no,114406.0,0.0,32245.0
toyota,isis,2010.0,minivan,3.0,pearl white,1667.0,gas,0.0,auto,1.8,no,170.0,6.0,17249.0
kia,optima.,2012.0,sedan,0.0,charcoal,668.0,gas,4.0,auto,2.4,no,102000.0,10.0,15681.0
bmw,325,2001.0,sedan,3.0,other,2078.0,gas,6.0,manual,0,no,1000.0,6.0,3136.0
toyota,rav 4,2012.0,jeep,4.0,metallic,781.0,gas,4.0,auto,0,no,157232.0,12.0,7527.0
toyota,prius,2010.0,sedan,0.0,gold,761.0,gas,4.0,auto,1.8,no,131000.0,0.0,12858.0
hyundai,santa fe,2010.0,jeep,1.0,metallic,911.0,diesel,4.0,auto,2.2,no,112483.0,4.0,13736.0
